facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
Ugiamwen Primary Health Centre,"Ugbiarewen Road, Esan West, Edo",edo_uhunmwonde, Edo,6.679973,6.08595868,True,1
PHC KWARRA,"Udeni-Magaji, Nassarawa",nasarawa_wamba, Nassarawa,9.05113159,8.69890387,False,4
Dallari Dispensary,"Sara, Bauchi",bauchi_misau, Bauchi,11.4028322696686,10.4489207267761,False,1
"Family Support Programme, Health Clinic, Bonta","Gwer East, Benue",benue_konshisha, Benue,7.04296774,8.47115673,False,2
Zamber Clinic Korinya,"Konshisha, Benue",benue_konshisha, Benue,6.91378279,8.91319726,False,1
PHC,"Konshisha, Benue",benue_konshisha, Benue,6.87346496,8.9179505,False,1
LGA HEALTH CLINIC,"Zembel-Zuwel-Utse Road, Ushongo, Benue",benue_konshisha, Benue,7.06730405,8.78370887,False,1
NKST HEALTH CLINIC DEKE,"Agye-Ipoule Road, Konshisha, Benue",benue_konshisha, Benue,6.91620752,8.65602992,False,3
HEALTH POST,"Okpodumu-Obubra-Ofatura Road, Obubra, Cross River",cross_river_obubra, Cross River,6.07625115,8.33229522,False,1
P. H. C .  Center,"Mallan-Kagwa, Taraba",taraba_kurmi, Taraba,7.06094949,10.89604976,False,3
Phc tudun adebo,"N601, Udeni-Magaji, Nassarawa",nasarawa_obi, Nassarawa,8.42198610305786,8.7300431728363,False,2
Primary Health Clinic Iwaya,"Omotola Street, Lagos, Lagos",lagos_lagos_mainland, Lagos,6.50672194,3.39142483,True,2
OLUFEMI CLINIC AND MATERNITY,"Mopa-Muro, Kogi",kogi_yagba_east, Kogi,8.23035848,5.85852404,False,2
Arnari health clinic,"Mimitlu, Borno",borno_konduga, Borno,11.72220603,13.45406808,True,4
Otu Obi PHC,"Osisioma Ngwa, Abia",abia_osisioma_ngwa, Abia,5.15486097,7.3012048,False,1
Jamaâa Clinic&Maternity Annex.,"Potiskum-Damcuwakplere-Jajere Road, Potiskum, Yobe",yobe_potiskum, Yobe,11.71008908,11.08646423,False,1
Yajiwa health clinic,"Mimitlu, Borno",borno_konduga, Borno,11.38865645,12.72315283,False,2
Ibiade and agric health post,"Oso-Apata-Ilusin-Araromi Obu Road, Ogun Waterside, Ogun",ogun_ogun_waterside, Ogun,6.53804476,4.33524261,False,2
Primary Health Clinic,"Mimitlu, Borno",borno_konduga, Borno,11.7670068,12.85450041,False,2
Dispensary,"A4, Mimitlu, Borno",borno_konduga, Borno,11.69478216,13.34515079,True,1
Primary Health Clinic,"Mimitlu, Borno",borno_konduga, Borno,11.4745706,12.88133603,False,2
Udunma center,"Kora Road, Kano, Kano",kano_nassarawa, Kano,11.98909648,8.56099273,False,4
Pri. Health. Center,"Baja Road, Maiduguri, Borno",borno_konduga, Borno,11.8365488,13.06589653,False,4
PHC AGBODOGO,"Ofu, Kogi",kogi_ofu, Kogi,7.26868450641632,6.82792782783508,False,1
enugu north lga headquarters health clinic,"Okpara, Enugu, Enugu",enugu_enugu_north, Enugu,6.43907725811005,7.48571276664734,False,3
Primary Health Clinic,"Mimitlu, Borno",borno_konduga, Borno,11.77678992,13.36697869,False,1
katagbegbedna p h c,"Dobogi, Niger",niger_munya, Niger,9.85113680362701,6.96520328521729,False,4
Kayamla health Clinic,"Mimitlu, Borno",borno_konduga, Borno,11.68928436,13.2205432,False,2
Primary Health Care,"A4, Mimitlu, Borno",borno_konduga, Borno,11.68218611,13.36592721,True,4
Oluwa Bamise Clinic/Maternity Centre,"Egbado/Yewa North, Ogun",ogun_yewa_north, Ogun,7.07422116,3.07973542,True,3
Primary Health Clinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.60139693,13.48889062,True,4
Dispensary,"A4, Mimitlu, Borno",borno_konduga, Borno,11.38762109,12.90751045,False,3
Primary Health Clinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.70908515,13.32017378,True,4
Primary Health Clinic,"Maiduguri, Borno",borno_konduga, Borno,11.84867425,13.01742677,True,4
DIVINE MEDICAL CENTRE,"Abuja-Kadunda-Zaria Expressway, Dobogi, Niger",niger_tafa, Niger,9.18231166666667,7.218785,False,2
Jakana model health center,"A3, Mimitlu, Borno",borno_konduga, Borno,11.84216008,12.76931802,False,4
Kaka mallam yale MCH,"A4, Mimitlu, Borno",borno_konduga, Borno,11.65326505,13.41458151,False,1
Ajiri health clinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.66021531,13.11354514,False,4
Health clinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.68219982,13.36600793,False,4
PHC BAGOMA,"A 125, Ambe-Sarki, Kaduna",kaduna_birnin_gwari, Kaduna,10.6481866666667,6.52736166666667,True,3
Badawa health clinic,"Sabua, Katsina",katsina_musawa, Katsina,12.0838558673859,7.69923269748688,False,1
Tsauwa Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.95086927,7.31659336,False,4
MATERNITY & CHILD HOSPITAL OTUOCHA,"Anambra East, Anambra",anambra_anambra_east, Anambra,6.33750237,6.85209598,False,3
Aulari healthclinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.54362024,13.59283233,False,3
Maiurmari PHc,"Mimitlu, Borno",borno_konduga, Borno,11.53471265,13.48141112,False,3
HEALTH CENTRE,"Salau Captain Road, Kano, Kano",kano_nassarawa, Kano,11.9883853197098,8.56467962265015,False,3
Kawuri model PHC,"A4, Mimitlu, Borno",borno_konduga, Borno,11.576162,13.53300731,False,1
Pri. Health. Center,"Mimitlu, Borno",borno_konduga, Borno,11.95465511,13.00157281,False,3
Comprehensive Heslth Centre Azikoro,"Yenegoa, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,4.88436299,6.28925891,True,3
Ogu Health Centre,"Yenegoa, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,4.89891541,6.26475861,False,1
Kwangwami Dispensary ,"Kwiambana, Zamfara",zamfara_zurmi, Zamfara,12.8892054172346,6.48333976611197,True,2
Phc,"Bakko, Plateau",plateau_shendam, Plateau,8.46006,9.5985029,False,4
Bazuaye Hospital,"Costain Road, Ikpoba-Okha, Edo",edo_oredo, Edo,6.35132564,5.63512805,True,2
Agbakueji Clinic,"Moro, Kwara",kwara_moro, Kwara,8.59695226,4.67061484,False,1
Sampou Health Centre,"Warri-Patani-Port Harcourt Road, Kolokuma/Opokuma, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,5.14430994,6.35326233,False,4
BEX MEMORIAL HOSPITAL,"Oru East, Imo",imo_oru_west, Imo,5.78028667,6.93096656,True,2
PHC AGBEEDE,"Zembel-Zuwel-Utse Road, Ushongo, Benue",benue_konshisha, Benue,7.02885944,8.81750874,False,2
"Comprehensive Health Centre, Igbedi","Kolokuma/Opokuma, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,5.02491438,6.20522182,True,2
Comprehensive Health Centre,"Oye Ekiti-Iye-Ikun Road, Ilejemeje, Ekiti",ekiti_ilejemeje, Ekiti,7.94292534,5.24737485,False,3
Primary Health Care Centre,"Yenegoa, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,4.90747666,6.26163488,False,1
GRACE SPRING MEDICAL CENTRE,"Oba Adetona Street, Lagos, Lagos",lagos_mushin, Lagos,6.54670272,3.36126555,True,4
Anfani primary health care,"Dobogi, Niger",niger_gurara, Niger,9.28042833333333,6.99464666666667,True,3
Kapako Health Clinic,"Dobogi, Niger",niger_lapai, Niger,8.81504237651825,6.76426291465759,True,3
Agbura Health Centre,"Ogbia, Bayelsa",bayelsa_kolokuma_opokuma, Bayelsa,4.84653911,6.26937515,False,2
Angiri phc clinic,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.51024837,8.23814841,False,3
Healthcenter,"Mimitlu, Borno",borno_kukawa, Borno,12.80208059,13.84648816,False,2
PRIMARY HEALTH CARE CENTRE,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.84792376,8.01549621,False,4
Phc,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.54407559,8.00127646,False,1
Phc Angwan takwa,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.87455399,8.16301217,False,3
Rigan Ganji Merternity,"Potiskum-Jalam-Hardawa Road, Sara, Bauchi",bauchi_misau, Bauchi,11.48574108,10.49731897,True,4
V King Grace Maternity Home,"Adabale Street, Lagos, Lagos",lagos_kosofe, Lagos,6.55182414,3.39973022,True,4
Farira Dispensary,"Sara, Bauchi",bauchi_toro, Bauchi,10.5433983333333,9.13212833333333,False,4
PRIMARY HEALTH CARE CLINIC,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,9.022696,8.1916819,False,2
PHC Imoji,"Moba, Ekiti",kwara_oke_ero, Ekiti,8.03513666666667,5.103515,True,2
Ahmadiyya muslin hospital,"Bompai Road, Kano, Kano",kano_nassarawa, Kano,12.00633438,8.54789986,True,2
Phc sabon ruwa,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.67843388,8.1183616,False,3
Agbarha otor phc,"Eruke Road, Ughelli North, Delta",delta_ughelli_north, Delta,5.53374672,6.07374306,False,3
PRIMARY HEALTH CLINIC II,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.85271845,8.1312115,False,3
P.H.C Idekpa,"Oturkpo, Benue",benue_ohimini, Benue,7.33693915,7.94219099,False,2
Gani PHC,"Wudil, Kano",kano_sumaila, Kano,11.36882598,8.83280441,True,3
PRIMARY HEALTH CARE CENTRE,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.75519719,8.0119989,False,4
Gawu Primary Health Care Clinic,"Nuku, Federal Capital Territory",fct_kuje, Federal Capital Territory,8.72069835662842,7.16681957244873,False,2
Kpanawa dispensary comprehemsive health centre,"Takum-Wukari Road, Mallan-Kagwa, Taraba",taraba_wukari, Taraba,7.71307826042175,9.88962113857269,False,2
PHC CLINIC,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.96966652,8.16950645,False,1
Niger Optical Services Nigeria ltd Igboukwu,"Aguata, Anambra",anambra_aguata, Anambra,6.01740926,7.02655738,False,1
PRIMARY HEALTH CARE CLINIC,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.78437679,8.04904039,False,3
Albarka Clinic,"Ambe-Sarki, Kaduna",kaduna_sanga, Kaduna,9.24595974,8.38414788,False,2
Yakamata clinic,"Udeni-Magaji, Nassarawa",nasarawa_kokona, Nassarawa,8.69188719,8.00830762,False,3
PHC OGBANGEDE,"Lokoja-Abuja Road, Lokoja, Kogi",kogi_kogi, Kogi,7.83846603,6.78924796,False,3
Dumbi,"Songeli, Adamawa",adamawa_song, Adamawa,9.81864988803864,12.2934973239899,True,4
PHC MOZU ETE,"Koton-Karfe, Kogi",kogi_kogi, Kogi,7.87613605,6.91742684,False,3
PHC,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.18067756,6.9606656,False,2
PHC ,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.04512759,6.95293802,False,1
BUDAI DISPENSARY,"Sokoto-Sarkin Zamfara-Denge Road, Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.81099619,5.33970589,True,4
PHC USODUMI,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.39063449,6.93773884,False,2
PHC akpagu,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.16217984,6.78392877,False,2
PHC EDIMOSE,"Bassa, Kogi",kogi_kogi, Kogi,7.81607679,6.7808292,True,4
PHC,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.25963678,6.8285773,True,4
DANGAYAKI HEALTH POST .,"Wudil, Kano",kano_karaye, Kano,11.72514193,7.90301451,False,3
IDEAL HOSPITAL,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.08728485,6.79564601,True,1
Primary Health Care Centre,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.11352403,6.85079216,False,1
Imanic Clinic,"N601, Udeni-Magaji, Nassarawa",nasarawa_obi, Nassarawa,8.44185054302216,8.7093311548233,False,4
School Clinic GSSS Koton Karfe,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.09132172,6.79950342,False,2
GSSS School Clinic Koto Karfi,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.07671885,6.80937138,False,2
Okuzu Health Centre,"Ukwuani, Delta",delta_ukwuani, Delta,5.84741413593292,6.15449488162994,False,2
ISIENU HEALTH CENTRE,"Orba Road, Udenu, Enugu",enugu_nsukka, Enugu,6.82271361351013,7.45354771614075,False,4
NDRAG H/C,"Songeli, Adamawa",adamawa_michika, Adamawa,10.4743212461472,13.4939467906952,False,2
PHC ASENI,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.34613924,6.88398294,False,3
PRIMARY HEALTH CARE OROBOMI,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.22497832,6.78164949,False,4
Primary Health Care Center Ozon,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.09880068,6.82825792,False,3
GENERAL HOSPITAL KOTON-KARFE,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.09530534,6.80140235,True,1
PHC uzahi,"Lokoja-Abuja Road, Koton-Karfe, Kogi",kogi_kogi, Kogi,8.17068831,6.74040783,False,2
Isuwa G kems Maitaimako clinic Yadin Garu,"Ambe-Sarki, Kaduna",kaduna_lere, Kaduna,10.12919428,8.5673612,False,1
COMMUNITY PRIMARY HEALTH CLINIC AGBUDU,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.0044625,6.85935121,False,1
PRIMARY HEALTH CARE,"Koton-Karfe, Kogi",kogi_kogi, Kogi,8.03606378,6.88724617,False,4
HEALHT POST .,"Kunya-Baba, Jigawa",jigawa_kiyawa, Jigawa,11.75158052,9.58863369,False,1
Ezi Nze Health centre,"Igbo-Etiti, Enugu",enugu_udi, Enugu,6.65166914463043,7.28668749332428,False,4
FAKE DISPENSARY CLINI.,"Kunya-Baba, Jigawa",jigawa_kiyawa, Jigawa,11.74556676,9.54126499,False,3
"Health Post, Uwhobikpam","Obudu, Cross River",cross_river_obudu, Cross River,6.59076690673828,9.13346350193024,False,4
HEALTH POST,"Kunya-Baba, Jigawa",jigawa_kiyawa, Jigawa,11.70643445,9.51717661,False,3
Yako basic health center,"Wudil, Kano",kano_kiru, Kano,11.65574888,8.19330045,False,2
MARAKU HEALTH POST,"Wudil, Kano",kano_kiru, Kano,11.67709742,8.12893356,False,4
KOGO MODEL PRIMARY  HEALTH CENTRE,"Wudil, Kano",kano_kiru, Kano,11.62307423,8.17182464,False,1
Phc,"Bakko, Plateau",plateau_riyom, Plateau,9.57967042922974,8.75375390052795,False,2
Kafin larabawa PHC,"Sara, Bauchi",bauchi_zakki, Bauchi,11.9388341903687,10.2957719564438,True,4
PHC CLINIC,"Bassa, Kogi",kogi_bassa, Kogi,7.94066833333333,7.19865666666667,False,4
BAAWA BASIC HEALTH CENTRE,"Wudil, Kano",kano_kiru, Kano,11.59858023,7.98700767,False,1
GTQSS CLINIC,"Wudil, Kano",kano_kiru, Kano,11.7085755,8.14681749,False,4
Yarganji health post,"Wudil, Kano",kano_kiru, Kano,11.3777058,8.27438596,False,1
SAKARMA HEALTH POST,"Wudil, Kano",kano_kiru, Kano,11.63499256,8.01558962,False,3
PHC Ukya,"Udeni-Magaji, Nassarawa",nasarawa_toto, Nassarawa,8.40874671936035,7.06423580646515,False,2
FAITH. CLINIC. MATERNITY,"Ushongo, Benue",benue_ushongo, Benue,6.99876052,9.16027934,False,1
Yalwa health post.,"Wudil, Kano",kano_kiru, Kano,11.48661791,8.18664681,True,3
Uhunowere Health Centre,"Ovoko Road, Udenu, Enugu",enugu_igbo_eze_south, Enugu,6.92074835300446,7.43406414985657,False,3
Bargi health Post.,"Wudil, Kano",kano_kiru, Kano,11.35379307,8.24976345,False,3
BARGONI HEALTH POST,"Wudil, Kano",kano_kiru, Kano,11.71901818,8.10515015,False,2
mdg clinic .kuchi,"Dobogi, Niger",niger_munya, Niger,9.93523478507996,7.02012956142426,False,1
Leni dispensary,"Shanono-Tofa Road, Wudil, Kano",kano_shanono, Kano,12.0074633,8.09934097,False,4
Abitoye Hospital,"Owo, Ondo",ondo_owo, Ondo,7.12920963764191,5.67578494548798,True,3
Unguwan Karbau Dispensary,"Dobogi, Niger",niger_mariga, Niger,10.8643037080765,5.73117256164551,False,2
"Healthpost, Makatuwo.","Wudil, Kano",kano_kiru, Kano,11.56178041,8.17402454,False,1
Daurawa health post,"Wudil, Kano",kano_kiru, Kano,11.65543732,8.16422763,False,4
ACHILAFIYA HEALTH POST,"Wudil, Kano",kano_kiru, Kano,11.74854095,8.13863772,False,1
HEALTH POST,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.72169881,10.28262631,False,4
Health Post,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.54560078,10.14078878,False,4
PHC kabum,"Bakko, Plateau",plateau_mangu, Plateau,9.16730546,9.24350219,False,1
Police Cottage clinic,"3rd Avenue, Ikpoba-Okha, Edo",edo_oredo, Edo,6.3159292,5.62275386,False,3
Konduga leprosy clinic,"A4, Mimitlu, Borno",borno_konduga, Borno,11.65591366,13.41589115,False,2
Jarmari Heath Post,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.6334512233734,10.1632386445999,False,4
TSAMIYA DISPENSARY,"Hinanbiro, Kebbi",kebbi_arewa_dandi, Kebbi,13.02775563,4.33296398,False,1
PHC,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.5524538755417,10.256005525589,False,1
Comprehensive Health Care,"Zaria-Ungwan Umaru-Sabon Birnin Road, Ambe-Sarki, Kaduna",kaduna_zaria, Kaduna,11.018573641777,7.62794494628906,False,4
Tordoo Clinic,"Yadev-Buruku-Ugba-Zaki Biam Road, Logo, Benue",benue_logo, Benue,7.50561475753784,9.35632288455963,False,1
KURADIGE HEALTH POST,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.727757692337,10.353085398674,False,2
Umuduru PHC,"Ideato North, Imo",imo_onuimo, Imo,5.82916438579559,7.19739675521851,False,3
Model Basic Health Centre,"Kunya-Baba, Jigawa",jigawa_kiri_kasama, Jigawa,12.57914458,10.20039316,False,4
MATERNITY KALAJANGA,"A 345, Sara, Bauchi",bauchi_kirfi, Bauchi,10.3284412622452,10.6365197896957,False,1
Dispensary Balankanawa,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.5990707874298,10.4346835613251,False,4
Guyaba health clinic,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.4039400815964,10.3555101156235,False,1
Phc Dares,"Bakko, Plateau",plateau_bokkos, Plateau,9.36200898,8.87650799,True,1
MATERNITY TUBULE,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.4597997665405,10.6690603494644,False,1
Beni PHCC,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.4622942209244,10.3974330425262,False,1
Narabi Healthclinic,"A3, Bakko, Plateau",bauchi_toro, Plateau,10.02594127,8.95374499,False,1
ALMA Clinic And Maternity Home Renamed To Be Tamara Medical centre,"Iju Road, Ifo, Ogun",ogun_ifo, Ogun,6.67901476,3.36435937,True,4
PHC LARISKI,"A 345, Sara, Bauchi",bauchi_kirfi, Bauchi,10.3445827960968,10.8111691474915,False,3
Lifegate Hospital,"Babanla Road, Ibadan North-East, Oyo",oyo_ona_ara, Oyo,7.3683,3.9479,True,2
Fyayi Dispensary,"T601, Mallan-Kagwa, Taraba",taraba_wukari, Taraba,7.8551679,9.40550398,True,4
Kakan jalo Dispensary,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.4219055175781,10.2844798564911,False,1
Health Clinic,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.3484129905701,10.3600484132767,False,2
Chiers Medical centre,"Abeokuta South, Ogun",ogun_abeokuta_south, Ogun,7.12920688,3.34003396,True,4
Dispensary,"A1, Dobogi, Niger",niger_magama, Niger,10.5110192298889,5.06284117698669,False,3
Karakkai Dispensary,"Kwiambana, Zamfara",zamfara_bungudu, Zamfara,12.37834891,6.45239752,False,4
COCIN PHC,"Zaria-Cubuchi Road, Ambe-Sarki, Kaduna",kaduna_soba, Kaduna,11.2052392959595,7.96027600765228,False,3
Excel Medical Diag. SERV,"Alhaji Y. Osunkunte Street, Olorunda, Osun",osun_olorunda, Osun,7.78472108,4.56508058,True,3
CHINONYEREM MATERNITY HOME,"Owerri West, Imo",imo_owerri_west, Imo,5.47783255577087,6.93601012229919,False,1
Indabo Dispensary,"Kunya-Baba, Jigawa",bauchi_darazo, Jigawa,11.1134058237076,10.2946561574936,False,3
Health clinic,"Sabua, Katsina",katsina_mai_adua, Katsina,13.24015757,8.14756082,True,2
PHC Kafin Iya,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.5863946676254,10.4669773578644,False,2
Maternity Balankanawa,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.6005889177322,10.432146191597,False,1
Dunkuran Durba Health post,"Wudil, Kano",kano_kibiya, Kano,11.6247850656509,8.73189389705658,False,2
Hralth post,"Wudil, Kano",kano_kibiya, Kano,11.59322626,8.73039329,False,3
Health Post,"Obot-Akara, Akwa Ibom",akwa_ibom_obot_akara, Akwa Ibom,5.31073093414307,7.58021771907806,False,1
PHC Balankanawa,"Sara, Bauchi",bauchi_kirfi, Bauchi,10.6006747484207,10.4329079389572,False,2
Naria Health post,"Wudil, Kano",kano_kibiya, Kano,11.56691638,8.64821111,False,2
Mainland general hospital yaba,"Mainland Hospital Road, Lagos, Lagos",lagos_lagos_mainland, Lagos,6.52265281,3.37746156,False,2
PHC,"Wudil, Kano",kano_kibiya, Kano,11.51080657,8.75781267,False,3
O.G.S. SCHOOL CLINIC,"Ibrahim Taiwo Road, Offa, Kwara",kwara_offa, Kwara,8.15159727,4.71533008,False,1
PRIMARY HEALTH CENTRE,"Wudil, Kano",kano_kibiya, Kano,11.53259043,8.66096815,False,4
Ufuoma clinic,"Obada Street, Ughelli North, Delta",delta_ughelli_north, Delta,5.59717714,5.86254337,False,1
Fancha H/Post,"Wudil, Kano",kano_kibiya, Kano,11.45188482,8.71685546,False,2
AYOOLU CLINIC AND MATERNITY,"Yagba West, Kogi",kogi_yagba_west, Kogi,8.2266605,5.51246207,True,2
Dazala. CBBI,"Mubi, Adamawa",adamawa_mubi_north, Adamawa,10.28596766,13.2381918,False,2
Primary Health clinic,"Dwaja, Gombe",gombe_yamaltu_deba, Gombe,10.42501123,11.44372437,False,3
Dafe Medical Centre,"Dairo Street, Lagos, Lagos",lagos_kosofe, Lagos,6.6040196,3.38588644,True,4
KADIGAWA HEALTH POST,"Wudil, Kano",kano_kibiya, Kano,11.58168798,8.73735143,False,4
"Primary Health Care Centre, Umuguma","Owerri West, Imo",imo_owerri_west, Imo,5.47016481,6.96497845,True,1
Dispensary,"Kwiambana, Zamfara",zamfara_maru, Zamfara,12.2648191452026,6.42255485057831,False,1
Sovereign Clinic And Maternity,"Port Harcourt-Eleme-Bori Road, Khana, Rivers",rivers_khana, Rivers,4.67318594455719,7.37229824066162,True,4
Primary Health Care Centre,"Warri North, Delta",delta_warri_north, Delta,5.84000021,5.12447439,False,4
Kwakwa Health Centre,"Khana, Rivers",rivers_khana, Rivers,4.61874783039093,7.47854590415955,True,2
Leboa Clinic and Maternity,"Bori-Tabangh Road, Khana, Rivers",rivers_khana, Rivers,4.67867374420166,7.3677009344101,True,1
Primary Health Care,"Songeli, Adamawa",adamawa_shelleng, Adamawa,9.89623546600342,12.0075309276581,False,4
Health Post Teka,"Bori-Tabangh Road, Khana, Rivers",rivers_khana, Rivers,4.75681722164154,7.37766802310944,False,3
Pry Health Care Centre,"Port Harcourt-Eleme-Bori Road, Khana, Rivers",rivers_khana, Rivers,4.63060319423676,7.45193839073181,False,3
Uchechukwu hospital,"Nnewi North, Anambra",anambra_nnewi_north, Anambra,6.02661512,6.89815148,False,2
YASHE PRIMARY HEALTH CEBTER,"Sabua, Katsina",katsina_kusada, Katsina,12.37289823,7.92590524,True,1
New Health Clinic,"Tudun Wada Bypass, Jos, Plateau",plateau_jos_south, Plateau,9.87814575,8.87126033,False,3
Comprehensive Health Centre Bori,"Port Harcourt-Eleme-Bori Road, Khana, Rivers",rivers_khana, Rivers,4.67451632022858,7.37629473209381,False,4
Nuhu Alfa P.H.C.,"Kunya-Baba, Jigawa",jigawa_kuagama, Jigawa,12.3571676015854,9.8757004737854,False,3
Adelabu Medical Centre,"O621, Ose, Ondo",ondo_ose, Ondo,6.9147678,5.77745708,True,3
